Time,Symbol,Funding Interval,Funding Rate
2023-03-23 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-22 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-22 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0073%
2023-03-22 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0020%
2023-03-21 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-21 12:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0348%
2023-03-21 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0057%
2023-03-20 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-20 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-20 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-19 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-19 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-19 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-18 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-18 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-18 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-17 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-17 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-17 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0047%
2023-03-16 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-16 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-16 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-15 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-15 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-15 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-14 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0113%
2023-03-14 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-14 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-13 20:00:00,ETHUSD ETH-Margin,every 8 hours,0.0497%
2023-03-13 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-13 04:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-12 20:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0582%
2023-03-12 12:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-12 04:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0325%
2023-03-11 19:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0245%
2023-03-11 11:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0073%
2023-03-11 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-10 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-10 11:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0213%
2023-03-10 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0053%
2023-03-09 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-09 11:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0446%
2023-03-09 03:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0282%
2023-03-08 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0037%
2023-03-08 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-08 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0090%
2023-03-07 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-07 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-07 03:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0308%
2023-03-06 19:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0067%
2023-03-06 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0067%
2023-03-06 03:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0265%
2023-03-05 19:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0119%
2023-03-05 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-05 03:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0282%
2023-03-04 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-04 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-04 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-03 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-03 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-03 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-02 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-02 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-02 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0048%
2023-03-01 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-03-01 11:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0251%
2023-03-01 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-28 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-28 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-28 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-27 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-27 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-27 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-26 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-26 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-26 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-25 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-25 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-25 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-24 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-24 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-24 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-23 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-23 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-23 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-22 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-22 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-22 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-21 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-21 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-21 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-20 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-20 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-20 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-19 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-19 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-19 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-18 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-18 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-18 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-17 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-17 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-17 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-16 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-16 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-16 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-15 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-15 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0088%
2023-02-15 03:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0191%
2023-02-14 19:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0236%
2023-02-14 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-14 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-13 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-13 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-13 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-12 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0069%
2023-02-12 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-12 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-11 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-11 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-11 03:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0023%
2023-02-10 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-10 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-10 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-09 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-09 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-09 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-08 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-08 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-08 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-07 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-07 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-07 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-06 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-06 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-06 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-05 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-05 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-05 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-04 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-04 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-04 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-03 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-03 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-03 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-02 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-02 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-02 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-01 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-01 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-02-01 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-31 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-31 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-31 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-30 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-30 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-30 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-29 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-29 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-29 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-28 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-28 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-28 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0076%
2023-01-27 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-27 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-27 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-26 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-26 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-26 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-25 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-25 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-25 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-24 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-24 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-24 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-23 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-23 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-23 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-22 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-22 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-22 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-21 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-21 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-21 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-20 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-20 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-20 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-19 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-19 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-19 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-18 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-18 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-18 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-17 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-17 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-17 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-16 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-16 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-16 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-15 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-15 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0215%
2023-01-15 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-14 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-14 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-14 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-13 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-13 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-13 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-12 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-12 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-12 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-11 19:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0057%
2023-01-11 11:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0393%
2023-01-11 03:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0409%
2023-01-10 19:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0193%
2023-01-10 11:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0139%
2023-01-10 03:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0229%
2023-01-09 19:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0232%
2023-01-09 11:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0244%
2023-01-09 03:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0073%
2023-01-08 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-08 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-08 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-07 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-07 11:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0215%
2023-01-07 03:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0396%
2023-01-06 19:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0079%
2023-01-06 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0073%
2023-01-06 03:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0047%
2023-01-05 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0001%
2023-01-05 11:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0082%
2023-01-05 03:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0260%
2023-01-04 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-04 11:00:00,ETHUSD ETH-Margin,every 8 hours,-0.0353%
2023-01-04 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-03 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-03 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-03 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-02 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-02 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-02 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-01 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-01 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2023-01-01 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-31 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-31 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-31 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-30 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-30 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-30 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-29 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-29 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-29 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-28 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-28 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-28 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-27 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-27 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-27 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-26 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-26 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-26 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-25 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-25 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-25 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-24 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-24 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-24 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-23 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-23 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-23 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-22 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-22 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-22 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-21 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-21 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-21 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-20 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-20 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-20 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-19 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-19 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-19 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-18 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-18 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-18 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-17 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-17 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-17 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-16 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-16 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-16 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-15 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-15 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-15 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-14 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-14 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-14 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-13 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-13 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-13 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-12 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-12 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-12 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-11 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-11 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-11 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-10 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-10 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-10 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-09 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-09 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-09 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-08 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-08 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-08 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-07 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-07 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-07 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-06 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-06 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-06 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-05 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-05 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-05 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-04 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-04 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-04 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-03 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-03 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-03 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-02 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-02 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-02 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-01 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-01 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-12-01 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-30 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-30 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-30 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-29 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-29 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-29 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-28 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-28 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-28 03:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-27 19:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
2022-11-27 11:00:00,ETHUSD ETH-Margin,every 8 hours,0.0100%
